foodtype,shopname
西餐,台北花厨
其他,贵佐·酸汤鱼(重庆财富购物中心...
川菜,小尖椒巧味馆
海鲜,金三角大河黄腊丁(北滨路店)
日本料理,鲑鱼工坊(重庆南坪万达广场店)
日本料理,竹野家
川菜,极致厨房(星汇两江N37店)
火锅,李记串串香(解放碑总店)
川菜,爱la小鱼(南滨路店)
西餐,彼德西餐厅(重庆财富购物中心店)
火锅,厨匠火锅(解放碑店)
面包甜点,成都一寸方庭老冰粉
西餐,彼德西餐厅(万象城店)
火锅,魔鬼串骚
火锅,九格九味火锅(南滨路店)
日本料理,焱铁烧(重庆万象城店)
日本料理,横町居酒屋·深夜食堂
韩国料理,猫抓烤肉(阳光世纪购物中心店)
自助餐,重庆JW万豪酒店西餐厅
火锅,顺水鱼馆(解放碑店)
东南亚菜,越弥pho
粤菜,加荷港式茶餐厅(恒大中渝广场店)
火锅,珮姐老火锅(观音桥店)
川菜,醉刘小酒馆(黄泥塝店)
火锅,曹疯子老火锅旗舰店(金港旗舰店)
川菜,国贸格兰维大酒店山城映像中餐厅
其他,楼兰新疆主题餐厅(龙湖店)
其他,疆歌儿新疆餐厅
川菜,爱上·酒肆
火锅,千源老火锅(解放东路店)
西餐,matchbox火柴盒美式餐吧
咖啡厅,團團臺灣咖啡店
东南亚菜,泰苑·音乐餐厅(恒大中渝广场店)
川菜,砂空间
火锅,火尧火锅.源(解放碑临江门店)
川菜,夜渡精品江湖菜(九龙滨江店)
火锅,锅首老火锅(爱琴海购物公园店)
西北菜,西贝莜面村(时代天街店)
火锅,渝宗老灶火锅(解放碑店)
川菜,时光乌托邦
西餐,半秋山西餐厅(沙坪坝店)
川菜,舌尖记忆(解放碑店)
小龙虾,潼妈龙虾(新牌坊总店)
日本料理,佐鱼寿司(江北店)
川菜,品客友林精酿啤酒坊
其他,陶苏融合料理(江北店)
川菜,三斤耗儿鱼
湘菜,阿瓦山寨(煌华新纪元店)
面包甜点,成都堂祖老冰粉
其他,楼兰新疆主题餐厅(大融城店)
其他,酒门醍嘟特色老酒馆(上清寺店)
火锅,晓宇鲜货火锅(观音桥店)
西餐,Restaurant A(鎏嘉码头店)
粤菜,蝴蝶梦音乐餐厅(江北九街店)
韩国料理,猫抓烤肉(协信星光时代广场店)
小吃快餐,大王油茶(磁器口店)
火锅,什物老火锅
火锅,香榭老街耗儿鱼(星天广场店)
粤菜,锦玉堂
湘菜,云梦庭古法湘菜(星光68店)
川菜,九锅一堂(大融城店)
创意菜,紫荆浅草·创作料理(东原1891店)
其他,菩提素-朴素蔬食素食餐厅(星悦荟...
火锅,潮尚前线潮汕牛肉火锅
火锅,枇杷园食为鲜火锅(金竹村店)
其他,丝恋红汤丝娃娃(时代天街店)
火锅,那红醇醇派老火锅
日本料理,桃太郎の屋(沙坪坝2店)
火锅,37号火锅馆
火锅,九门传统老派火锅(解放碑店)
日本料理,上井(解放碑店)
西餐,王品牛排(重庆北城天街店)
小龙虾,煌飛红头牌虾铺
其他,一花一叶禅味素食餐厅(两江幸福...
粤菜,乐记台粤料理
咖啡厅,懒鱼时光馆
海鲜,硬货海鲜饭(星汇两江店)
川菜,花间一壶酒小酒馆
火锅,巴色鱼捞
其他,猎味边境·创意云南菜(观音桥大...
火锅,越光宝盒.火锅小咖(重庆总店)
西餐,王品牛排(重庆解放碑店)
日本料理,六百田日本料理
面包甜点,原麦山丘(时代天街店)
日本料理,笑福亭(财富中心店)
火锅,莺花渡火锅(万象城时尚店)
火锅,二哥老火锅(解放碑店)
私房菜,如花哥哥的厨房(沙坪坝店)
火锅,石灰市李串串(总店)
火锅,受气牛肉
西餐,意宴意大利西餐厅
西餐,普里莫  PRIMO POSTO
小龙虾,武龙虾(大坪店)
川菜,盛天传统川菜馆
川菜,顺祺佛爷煲
川菜,李子坝梁山鸡(公园店)
韩国料理,喜来稀肉(时代天街店)
火锅,重庆潮火锅(金源店)
西餐,Mr•查克牛排餐厅(爱琴海店)
私房菜,丑小鸭的厨房(大坪店)
火锅,大队长主题火锅(解放碑店)
面包甜点,Mr HUANG Patisserie
日本料理,桃太郎の屋(沙坪坝1店)
日本料理,鳗亭·居酒屋(深夜食堂)
日本料理,道田料理(棕榈泉店)
川菜,山茶
日本料理,泽崎定食专门店
西餐,st.moti圣慕缇西餐厅(鎏嘉码头店...
火锅,耙二哥腰片王老火锅
火锅,鲜龙井火锅公园(南山总店壹荷园...
火锅,锅首老火锅(鸳鸯店)
西餐,OTTOLINACafé欧杜意大利餐厅(远...
西餐,去餐厅融合精致料理
川菜,弓虽昌母鸡汤水晶郦城营业点
小吃快餐,Gebrwurst香肠兄弟- 德国香肠啤...
川菜,杨记隆府(江湖菜)
日本料理,春草居酒屋(时代天街店)
其他,陶苏融合料理(渝北协信星光天地...
火锅,大龙火锅(石碾盘旗舰店)
川菜,呼米线老酒馆
川菜,醉八仙热酒馆
其他,北疆饭店(爱琴海购物公园店)
火锅,老五一火锅(总店)
面包甜点,魔法芝士MagicCheese(观音桥九街...
川菜,谭记万州烤鱼(总店)
川菜,叼嘴人江湖
其他,菩提素素食餐厅(璞素雅集)
川菜,饭粑跎(解放碑店)
粤菜,有璟阁(重庆星光68店)
其他,冰冰龙虾(南滨路店)
川菜,太和小酒馆羊庄
咖啡厅,格外小馆
西餐,卢卡意大利餐厅(长嘉汇店)
火锅,重庆潮火锅(南坪百盛店)
西餐,Stone Grill 火山岩扒房
日本料理,水月料理
西餐,王品牛排(重庆万象城店)
其他,白马餐厅
火锅,珮姐老火锅(九街店)
小吃快餐,Gebrwurst香肠兄弟- 德国香肠啤...
咖啡厅,Hurry Café 慌张咖啡馆
日本料理,阿哩阿哆(焼き鳥居酒屋)
川菜,李子坝梁山鸡(老店)
川菜,52度概念菜(分店)
粤菜,添运来香港点心专门店
火锅,土火ToHot(东原1891店)
西餐,light光影咖啡简餐厅
东南亚菜,暹丽泰食LiLAWADEE
川菜,西大叔的厨房
西餐,haxnbauer海森堡现代德国餐厅(重...
日本料理,桃太郎の屋(大坪2店)
川菜,滋味小栈(远东百货店)
其他,陶苏融合料理(九街店)
创意菜,清享沙拉&健身餐
川菜,炒作大师(重庆总店)
粤菜,梵星餐厅
其他,超食煮义(洪崖洞店)
火锅,黄二哥老火锅(沙坪坝店)
小龙虾,老甘家小龙虾(洋河总店)
川菜,烤匠(观音桥店)
东南亚菜,暹罗泰(万象城店)
西餐,HARDY'S BEAUTY CAFE沙拉咖啡
日本料理,三川井和食店
面包甜点,PRIME原住冰淇淋蛋糕(时代天街店...
日本料理,桃太郎の屋(大坪1店)
川菜,拈菜(阳光世纪购物中心店)
火锅,饿狼串说 串串火锅(九街店)
私房菜,暗香丽江原色精致私房菜
火锅,穿樾老火锅(一号桥直营店)
日本料理,鹤龟日式串烧酒場
川菜,盛天毛血旺(解放碑店)
自助餐,威灵顿酒店维多利亚餐厅
日本料理,樱姬料理
日本料理,桃太郎の屋(南坪店)
川菜,彭记家常菜肥肠鱼
私房菜,鬼太厨房
川菜,人人素养素食餐厅
日本料理,道田料理(万象城店)
海鲜,深海•极
川菜,纯阳老酒馆
海鲜,深爱及海海鲜餐厅
日本料理,道田猛式料理
日本料理,花隐日式怀石料理(重庆北城天街...
火锅,红九格老火锅(日月光店)
火锅,火尧火锅·安(解放碑和平路店)
西餐,mates快捷休闲餐厅
日本料理,月乡料理
其他,胖哥俩肉蟹煲(龙湖时代天街店)
其他,陶苏融合料理(大坪龙湖时代天街...
日本料理,富士山の温泉玉拉面
川菜,巫山纸包鱼(解放碑店)
日本料理,道田料理(北滨路店)
东南亚菜,Mango tree芒果树泰式餐厅
西餐,拾间食间flower餐厅
川菜,余家庄生态菜
火锅,珮姐老火锅(较场口店)
西餐,重庆丽晶酒店·罗宾斯牛排馆
西餐,概念98·文化客厅江景餐厅
日本料理,king大志日式烤肉
川菜,三家酒馆
火锅,巴九门老火锅
韩国料理,猫抓烤肉(龙湖·时代天街店)
川菜,李子坝梁山鸡(渝北店)
火锅,不过如此火锅(枇杷山总店)
火锅,锅首老火锅(观音桥店)
日本料理,藤也怀石料理
火锅,陈记顺河牛肉店(江北协信中心店)
川菜,半山酒馆
火锅,畅火歌火锅KTV
川菜,桃花里主题餐厅
日本料理,一鸣寿司(大坪店)
西餐,俄式厨房(龙湖西苑店)
川菜,张氏毛椒火辣毛血旺
私房菜,丑小鸭的厨房(南坪万达店)
日本料理,火山岩玉食
日本料理,汁味料理(龙湖源著天街店)
小龙虾,虾粉们的店
其他,台湾·老眷村牛肉面(解放碑店)
火锅,纸盐河码头火锅(观音桥九街店)
火锅,陆派.巴倒烫火锅(南山店)
川菜,酒鼎尖椒鸡
火锅,观窑砂锅串串香(总店)
火锅,双巷子老火锅(欣阳广场店)
粤菜,加禧港式茶餐厅(解放碑旗舰店)
火锅,多一家古镇鸡杂(磁器口店)
创意菜,52度概念菜
火锅,大风老火锅
火锅,纸盐河码头火锅(洪崖洞店)
川菜,杨记隆府
火锅,老酉火锅
川菜,尘香
日本料理,鹤龟料理店
日本料理,谷岛本店
火锅,木巷火锅
西餐,埠口精酿●重庆人气夜景西餐酒吧
西餐,新元素餐厅(南开大悦城店)
火锅,董家湾重庆老火锅(嘉华店)
粤菜,潮大大·潮州菜
韩国料理,盾鸡情DON CHICKEN(时代奥城店)
日本料理,松川日本料理(长沙路店)
西餐,花舍咖餐厅(熙悦汇店)
粤菜,潮你妹潮汕砂锅粥(小白楼店)
火锅,渝味晓宇重庆火锅（舌尖上的美食...
面包甜点,三角猫与三角烧
西餐,台北帮厨(爱琴海购物公园店)
火锅,羊大爷铜锅涮肉(小海地店)
火锅,槐店·王婆大虾(塘沽店)
面包甜点,多乐之日(乐天店)
其他,徽湘印巷(西康路店)
海鲜,北塘海鲜(龙潭路店)
火锅,懂事儿涮肉
上海江浙,赖胖子肉蟹煲(爱琴海购物公园店)
面包甜点,杜夫朗格蛋糕(大悦城店)
日本料理,山前屋.板前寿司屋(山前の屋板前...
咖啡厅,花也mo.sir·咖啡·花艺(南开大...
川菜,渝湘江南(熙悦汇店)
西北菜,汇金泰西北菜(熙悦汇店)
川菜,胡桃里音乐酒馆(滨海店)
粤菜,和裕深井烧鹅(河西店)
日本料理,柚之雅(柚子林二店)
小吃快餐,友达面馆
咖啡厅,布道（Basar）咖啡
火锅,井格老灶火锅(爱琴海购物公园店)
天津菜,泰钰丰(开发区店)
川菜,接头暗号(广东路店)
粤菜,全记海鲜菜馆
其他,紫藤居食府
面包甜点,Godiva(天津恒隆店)
粤菜,禄鼎纪(爱琴海购物公园店)
火锅,大吉利潮汕牛肉火锅(万峰路店)
新疆菜,巴依老爷新疆美食(爱琴海购物公...
自助餐,泛太平洋酒店帕西菲嘉西餐厅
湘菜,乡悦天下(海光寺店)
日本料理,板前寿司(大悦城店)
西餐,庭云西餐(仁恒店)
台湾菜,蒋家台湾小馆
日本料理,丸福烤肉(君隆广场店)
烧烤,许老大泥炉烧烤(河北店)
火锅,董家湾重庆老火锅(大沽南路店)
面包甜点,설빙雪冰(乐天百货店)
日本料理,望津居酒屋
火锅,湘满阁火锅鸡(天山南路店)
西餐,禧花绣咖啡(牛牛‘s House)
火锅,串根香麻辣涮串串火锅·宵夜
韩国料理,奇乐奇乐(熙悦汇店)
小吃快餐,盛运炸串
日本料理,牛牛七轮烧肉酒场
烧烤,火火炭火烤肉
小吃快餐,犟骨头(奥城店)
烧烤,DJ City Farm 城市农场
川菜,渝湘江南(世纪都会店)
新疆菜,古丽娜依新疆主题餐厅(利津路店)
烧烤,四喜龙虾(西营门店)
小吃快餐,老王记糕干
天津菜,熙和家宴
面包甜点,栗记仙豆糕
海鲜,露美渔府·蒸汽海鲜机器人餐厅
其他,九毛九山西面馆(南开大悦城店)
西餐,米斯特比萨(阳光乐园店)
天津菜,大铁勺酒楼(宾水西道店)
天津菜,盐汪子二姐夫家的杂鱼馆(塘沽店)
川菜,接头暗号(小白楼店)
面包甜点,弥茶(天河城店)
咖啡厅,Moi café 莫一咖啡馆
其他,永源成清真餐厅(黑牛城道店)
火锅,峨眉山约串串香火锅
天津菜,青年公社(水游城店)
海鲜,羲和渔阳小馆(国贸店)
台湾菜,度小月(恒隆广场店)
其他,九毛九山西面馆(新业广场店)
烧烤,老金烤羊腿
海鲜,鱼夫歌蒸汽海鲜(津南店)
面包甜点,派悦坊(南开大悦城店)
日本料理,龟户二丁目日本料理(山西路一店)
西餐,momo모모雪冰简餐咖啡甜品
韩国料理,哇啦哇啦 Wala Wala(小白楼店)
川菜,新煮意(天津远洋未来广场店)
天津菜,九河香舍
天津菜,华特美酒楼
西餐,邂逅西餐厅
东北菜,屯老二农家铁锅炖(榆关道店)
日本料理,好牛烧肉专门店(天津永安道店)
咖啡厅,丽思卡尔顿酒店大堂酒廊
烧烤,钻木取火烧烤餐厅
西餐,CASSA CAFE卡萨西餐
粤菜,97香港餐厅
川菜,探鱼(爱琴海购物公园店)
韩国料理,韩罗苑(银河国际店)
面包甜点,刨大人刨冰(滨江道店)
面包甜点,堆姐糖堆刨冰(总店)
西餐,汉堡王(天津大悦城店)
自助餐,靓煮小海鲜自助火锅(国际商场店)
火锅,滇草香(恒隆广场店)
日本料理,寿司一番すしいちばん
火锅,铜锅时代·景院儿【夜宵】
西餐,MammaMia吗吗咪呀新西兰餐厅(二...
火锅,福禄寿·铜锅
粤菜,小老虎澳门食店tigermama(和平大...
火锅,槐店·王婆大虾(云际道店)
面包甜点,CoCo都可茶饮(南开大悦城店)
天津菜,正義生煎包(恒星世界店)
西餐,艾小米·家餐厅(北宁湾店)
火锅,湘满阁火锅鸡
韩国料理,绿色庄园(仁恒店)
粤菜,白云 Bai Yun·中餐厅
创意菜,捌打食堂(南开大悦城店)
烧烤,老冯烤羊蝎子馆
小吃快餐,友达面馆
面包甜点,strasbourg思特堡(伊势丹南京路...
天津菜,普天和酒楼(南开店)
面包甜点,美肴冰品(滨江道店)
面包甜点,野人牧坊(南开大悦城店)
川菜,新煮意(西南角店)
小吃快餐,忆米时光
西餐,万纳沙拉(天津国贸购物中心店)
日本料理,久喜日本料理
面包甜点,冰冰酱刨冰(中山路总店)
面包甜点,甘兔庵抹茶主题甜品店(世纪都会...
天津菜,桂园餐厅
海鲜,宝轩渔府(食品街店)
川菜,俏江南(马场道店)
面包甜点,面包好了
韩国料理,粥故事(时代奥城总店)
火锅,玉林串串香(小海地店)
日本料理,河风精致寿司(空港店)
西餐,米斯特比萨(远洋未来广场店)
小吃快餐,犟骨头(大悦城店)
自助餐,德晟客牛排自助(乐宾百货店)
日本料理,天绿回转寿司(天津远洋未来广场...
烧烤,新烤宴“烤”味境界(北辰佳宁道...
火锅,青年小站(万达店)
烧烤,三胖鸡肉串
自助餐,鑫海汇烤肉海鲜自助(友谊新天地...
日本料理,和食屋
火锅,石楠小筑港式粥火锅
天津菜,犟骨头(空港中心店)
日本料理,寧·精致寿司
天津菜,桃子餐厅分店
烧烤,肥猫烤翅(锦州道店)
烧烤,胡羊排烧烤火锅复合餐厅
天津菜,宴宾楼(爱琴海购物公园店)
天津菜,莎莎Salsa·Public House
粤菜,粤色港式茶餐厅(红磡领世郡店)
西餐,青豆私厨AoMaMe
西餐,雪澈的三月兔咖啡
面包甜点,哈根达斯(爱琴海店)
东南亚菜,芽莊(银河店)
韩国料理,粥STORY.韩国粥物料理专门店(熙...
西餐,迷迭香西餐厅
粤菜,潮你妹潮汕砂锅粥(奥城店)
粤菜,珍粤轩港式打边炉(河东店)
小吃快餐,倒着吃煎饼果子
西餐,Heather's Kitchen意面餐厅(Heat...
其他,柒味·融瑭
粤菜,潮你妹潮汕砂锅粥(梅江店)
西餐,里米尼意大利餐厅(友谊新天地广...
其他,龙虾宝宝
新疆菜,那拉提新疆饭典•清真
西餐,札果Zeako lounge&青年餐厅
西餐,PIZZA BIANCA(成都道店)
天津菜,利德顺小老饭庄(新业店)
日本料理,Geba Geba
火锅,热辣壹号(五大道店)
西餐,米斯特比萨(天津大悦城店)
上海江浙,上海年代(意式风情街店)
日本料理,福之家日本料理店
海鲜,尚隐味馆.海鲜大咖
小龙虾,唐妩媚私厨膳房·宵夜(爱琴海店)
面包甜点,修家糕点
西餐,we悦极意式餐厅
东北菜,屯老二农家铁锅炖(黄河道店)
日本料理,东极日式串揚專門店·日式炸串(...
西餐,花蒲甜品(海信广场店)
其他,莎莎Salsa·那时花开
烧烤,烤上加
海鲜,唐潮壹品
火锅,多嘴肉蟹煲(河东万达广场店)
日本料理,哏儿寿司(河北店)
小龙虾,辣虾堂海鲜外卖(金奥国际店)
上海江浙,外婆家(恒隆广场店)
面包甜点,珍味椰店
天津菜,金牌餐厅
小吃快餐,captainPOP美式爆谷(银河店)
北京菜,大宅门(新开路店)
面包甜点,莅茶屋 & LAGKAGEHUSET
日本料理,稻吉炉端烧
日本料理,炭匠炉端烧·酒(和平大悦城店)
天津菜,多福楼
新疆菜,玛依拉欢乐餐厅
川菜,鱼酷活鱼现烤(南开大悦城店)
西餐,LOFT-BASE摄影主题西餐精酿啤酒...
日本料理,一修寿司(开发区店)
海鲜,鱼夫歌蒸汽海鲜(武清店)
粤菜,潮你妹潮汕砂锅粥(爱琴海购物公...
火锅,局气铜锅
川菜,新煮意(平山道总店)
面包甜点,甘兔庵抹茶主题甜品店(爱琴海店)
烧烤,江江顺来炭火烤肉专营店
小吃快餐,犟骨头(滨江道店)
粤菜,澳门味道(天津爱琴海购物公园店)
日本料理,五町目海鲜活烧料理店(活河豚料...
火锅,王牌大虾(六纬路店)
西餐,1981服饰主题餐吧
西餐,娜娜家nana's Garden(伊势丹店)
西餐,娜娜家·nana's cafe(风荷园B店)
西北菜,蒙兰西(世纪都会店)
新疆菜,Jiang味 新疆餐厅
粤菜,绿茶(天河店)
面包甜点,小莉刨冰绵绵冰(佳园里总店)
川菜,胡桃里音乐酒馆(南开奥体店)
创意菜,Flavor·味 融合餐厅/音乐酒咖(...
日本料理,九禾寿司(河东店)
粤菜,莅香岛(滨江道店)
创意菜,Mr·猪时尚主题餐厅(南开店)
西餐,墨西哥馅饼MexicanPizzaPie(凯德...
上海江浙,外婆家(南开大悦城店)
川菜,成城记
烧烤,鞑子炭烤羊腿海鲜串吧(小海地店)
烧烤,噢啦噢啦精品烤肉
火锅,香家火锅(梅江永旺店)
其他,梨木台慧仁居四合院农家院
小吃快餐,有板有面
日本料理,哏儿寿司(红桥店)
日本料理,七番地·炙宴(五大道店)
烧烤,这些年羊腿汤深夜食堂(佟楼店)
西餐,艾小米·家餐厅(熙悦汇店)
火锅,演艺牛肉火锅
上海江浙,假装苏杭
其他,徽湘印巷(五大道店)
粤菜,港丽餐厅(恒隆广场店)
韩国料理,奇乐奇乐(鹏欣水游城店)
西餐,汉堡王(天津远洋未来城店)
西餐,洛言味道清真西餐厅
川菜,鱼酷活鱼现烤(阳光新业广场店)
西餐,sizzler时时乐西餐厅(天河城店)
韩国料理,火炉火烤肉·芝士排骨(世纪都会...
小龙虾,南山南秘制小龙虾
北京菜,榆树院(黄河道店)
日本料理,kokorowa
粤菜,黑凤梨茶餐厅(恒隆广场店)
韩国料理,香猪坊(中北环球店)
火锅,呷哺呷哺(天津熙悦汇店)
海鲜,福地蒸汽海鲜城
日本料理,花和日本料理(奥城二店)
西餐,Nice to meet you 很高兴认识你...
火锅,锦里火锅(嘉里汇店)
自助餐,400°C果木牛排披萨自助餐厅
面包甜点,royaltea皇茶
火锅,跳跳鱼遇上蹦蹦虾
东北菜,魏小超酱骨头(大悦城店)
韩国料理,红烟囱石板小筑
烧烤,友间厨房-传统精品小串儿
日本料理,麺圃(营口道店)
火锅,大龙燚火锅
火锅,小渔当家斑鱼火锅
火锅,小鲜肉私房铜锅涮羊肉
天津菜,人民公社大食堂(宜白路店)
天津菜,船尚小镇
韩国料理,小木屋米酒店(学校大街店)
新疆菜,新疆风味餐厅
韩国料理,9色烤肉
天津菜,美玲餐厅(河西总店)
西餐,闺小蜜的西餐厅
天津菜,天津老码头(印象城店)
西餐,PK 帕萨凯奇西餐酒馆
云贵菜,云上千禾云南味(水上店)
韩国料理,warawara(天津店)
新疆菜,疆味er
西餐,easy meal bar(北宁湾店)
日本料理,岛之旁(梅江店)
韩国料理,火炉火分米鸡·芝士排骨(大悦城...
面包甜点,椰电(天河城店)
日本料理,名神烧肉
西餐,3楼C座清真西餐
面包甜点,Godiva(天津大悦城店)
日本料理,本气家拉面（爱琴海店）
日本料理,九禾寿司(奥城店)
私房菜,马蚁家私厨外卖
天津菜,刁馋一锅鲜(长江道店)
日本料理,香知自助烤肉
小吃快餐,涅瓦街小食店
咖啡厅,四季酒店·大堂酒廊La Sala
粤菜,潮粥荟·潮汕砂锅粥(南开大悦城...
面包甜点,missme(南开大悦城店)
火锅,槐店·王婆大虾(红桥店)
日本料理,幸助麺屋
海鲜,蒸鲜优品海鲜蒸汽火锅(奥城天玺1...
西餐,Easy Meal Bar
粤菜,一鼎世家佛跳墙
日本料理,清真千木日式料理店
日本料理,天空厨房·铁板烧
火锅,锅说
西餐,咖啡传奇音乐餐厅(白堤路店)
西餐,聚乐部餐吧
川菜,炉鱼(天津恒隆店)
小吃快餐,大将炸串店
西餐,Cafe Alice咖啡爱丽丝(河东万达...
日本料理,楽GAKU居酒屋(奥城店)
日本料理,一炉一鲜居酒屋.炉烤海鲜专门店(...
粤菜,丽思卡尔顿酒店天泰轩餐厅
烧烤,这些年羊腿汤（深夜食堂）(风荷...
上海江浙,鼎泰丰(宾水道店)
火锅,怡乡春竹海鲜姿造·水产火锅(梅...
台湾菜,台南小馆·三杯鱼
韩国料理,分米鸡DMChicken(友谊新天地广场...
海鲜,nooseadles 不囧餐饮
烧烤,凤凰路铁签子9毛小串海鲜大排档
西餐,饭盆儿·A cup(风荷园店)
其他,煜饸瑃餐厅
日本料理,争鲜回转寿司(恒隆店)
火锅,槐店·王婆大虾(南开店)
新疆菜,新疆味道巴郎子餐厅
上海江浙,小轶の青春派
烧烤,肚范儿
天津菜,莎莎Salsa·花影
韩国料理,奥城豆腐名家(万德庄三店)
火锅,董家湾重庆老火锅(红桥店)
西餐,拉亚汉堡经典餐厅(银河国际店)
其他,贰楼小厨(世纪都会店)
西餐,米斯特比萨(南开店)
韩国料理,奥城豆腐名家(奥城总店)
烧烤,草原烽煌环保有机烤肉(河东万达...
其他,红菜苔主题餐厅
海鲜,等味私房麻辣小龙虾(外卖店)
日本料理,五町目日本串烧备长炭烤专门店(...
其他,朗诺时尚餐厅
云贵菜,Vista黔城(鼓楼店)
烧烤,许老大泥炉烧烤·夜宵(总店)
小吃快餐,Yeee(南开大悦城店)
天津菜,乾福·天津味道
西餐,达美乐比萨(嘉华店)
咖啡厅,BeanCat Coffee豆猫咖啡店
东南亚菜,Siam泰餐厅(泰餐厅)
烧烤,无剧本串吧·您身边的炭烤羊肉专...
西餐,Playking玩者火焰薄饼(天津南开...
小龙虾,一哥龙虾馆
天津菜,耳朵眼会馆(友谊宾馆店)
小吃快餐,关中老碗.咥面
火锅,王牌大虾(中北镇店)
韩国料理,斗牛叔叔UNCLE BULL(奥城店)
面包甜点,黑天鹅蛋糕(彩悦城店)
小龙虾,麻澳大·盱眙小龙虾
湘菜,乡悦天下(王顶堤店)
火锅,井格老灶火锅(凯德国贸店)
川菜,九锅一堂(欧亚达店)
上海江浙,南小馆(南开大悦城店)
火锅,槐店·王婆大虾(奥体店)
海鲜,彤彤海鲜鱼馆
小龙虾,饭局·深夜食堂(饭局深夜食堂)
上海江浙,匆匆那年创意餐厅
西餐,MammaMia吗吗咪呀新西兰餐厅
粤菜,美记烧腊
烧烤,哏都青年音乐·餐厅(佟楼店)
天津菜,莎莎Salsa·湖榭
川菜,小馋院
川菜,七味活牛蛙专门店
日本料理,登·寿司
天津菜,卫鼎轩·曹公馆(城厢中路店)
日本料理,爵士屋JAZZYA(南开大悦城店)
火锅,董家湾重庆老火锅(滨江道店)
其他,穆意中餐厅(清真)
海鲜,虾兵蟹将
面包甜点,原麦山丘(和平大悦城店)
火锅,王牌大虾(邵公庄店)
小吃快餐,弄堂小笼包(鹏欣水游城店)
上海江浙,胖哥俩肉蟹煲(乐宾百货店)
日本料理,牛の达人日式烤肉(民园店)
西餐,木木家清真茶餐厅
天津菜,小树林水煮鱼(卫津路店)
烧烤,增一烤肉
火锅,成都108牛蛙火锅店(南门外大街总...
天津菜,大铁勺酒楼(阳光新业广场店)
海鲜,食尚鲜生蒸汽海鲜(海逸店)
西餐,阳光Pizza(辽宁路店)
西餐,汉堡王(天津银河店)
西餐,蔚蓝海餐厅
火锅,牛老八川派养生火锅
日本料理,蟹将军日本料理
创意菜,很高兴遇见你餐厅(爱琴海购物公...
川菜,小巷见面
火锅,记忆老火锅
面包甜点,幸福西饼生日蛋糕(天津店)
日本料理,御徒町日式烤肉 烤活章鱼专门店
川菜,九锅一堂(梅江永旺店)
面包甜点,白盏堂燕窝
面包甜点,Best+法式甜品(南开大悦城店)
素菜,禅素—禅意素食健康养生主题餐厅
日本料理,一途居酒屋
烧烤,食塘•夜宵(总店)
西餐,HOLA 西班牙餐厅(和平店)
西北菜,石小咩私房菜
面包甜点,momo冰品
西餐,SMOKI & CO
烧烤,热度52纸上烧烤·酒馆(南京路店)
日本料理,河风精致寿司(南开店)
面包甜点,鲍师傅
海鲜,半岛海之味海鲜餐厅
上海江浙,浙小调(熙悦汇店)
小吃快餐,友达面馆
日本料理,梵川日式料理
粤菜,香港华苑茶餐厅
火锅,衛羊宮涮肉·总店(总店)
小龙虾,饭师傅·秘制小龙虾外卖
火锅,前进火锅
日本料理,とんかつ和幸(现代城店)
日本料理,隐竹日式手工料理和老酒
粤菜,太兴餐厅(南开大悦城店)
火锅,小龙坎老火锅(黄河店)
家常菜,妈妈的味道(和平大悦城店)
火锅,铁真刨冰王红焖羊肉(正宗老店)
火锅,羊庄故事(滨海开发区乐购店)
西餐,bluefrog蓝蛙(恒隆广场店)
其他,lakalaka·鸡舍 火锅鸡
上海江浙,传奇美食
日本料理,一米三代目铁板烧(成都道店)
上海江浙,117花园别墅
自助餐,河岸餐厅
小吃快餐,熬糖马家
面包甜点,夏莫尼法式甜品·私人订制生日蛋...
火锅,小渔大海水产火锅
海鲜,旮旯海鲜(和平店)
西餐,塞纳河法国餐厅(自由道店)
西餐,清真·艾美可餐厅(鹏欣水游城店)
素菜,慈素轩饭店时尚素食餐厅
自助餐,香榭铁板烧
韩国料理,蓝荳日韩概念菜文艺餐厅
日本料理,真悦居酒屋
西餐,西马小厨 清真西餐
小吃快餐,不止肉惑·秋 炸排骨·私家便当(...
韩国料理,香猪坊(奥城店)
西餐,王品牛排(天津宾水店)
日本料理,花和日本料理(奥城一店)
川菜,川国演义
烧烤,纸此一家纸上烤肉
粤菜,七爷清汤腩
海鲜,辣虾堂海鲜外卖(大悦城店)
面包甜点,甘兔庵抹茶主题甜品店(恒隆广场...
上海江浙,弄堂小笼包(天津远洋未来广场店)
小吃快餐,麻小厨(南楼店)
西餐,丽斯百合餐厅(乐天百货店)
日本料理,松川日料(云南路店)
烧烤,运发成老津味铁条烤串
川菜,鱼酷活鱼现烤(河东万达店)
天津菜,吉祥春饼·烤鸭
粤菜,表妹香港靓点餐厅
粤菜,潮堂(和平大悦城店)
日本料理,宝寿司(恒隆店)
西餐,抬杠儿西餐厅
西餐,速度披萨(银河店)
日本料理,蓝荳日韩概念菜文艺餐厅
火锅,左庭右院鲜牛肉火锅(南开大悦城...
面包甜点,原麦山丘(南开大悦城店)
创意菜,很高兴遇见你餐厅(海信广场店)
其他,混搭餐厅(爱琴海购物公园店)
西餐,铁艺坊火炉披萨(时代奥城店)
面包甜点,Best+餂嘢coffee(嘉里汇店)
火锅,王牌大虾(王顶堤店)
湘菜,望湘园(南开大悦城店)
