foodtype,shopname
西餐,静香house(七星路店)
面包甜点,MA CHÉRIE致嘉花艺西点
咖啡厅,兰厝咖啡
西餐,入夜·视觉艺术互动光影餐厅
日本料理,阿瓜寿司(明发商业广场店)
海鲜,浪石海鲜丨闽·粤·川(枋湖店)
日本料理,拓 炉端烧餐厅
闽菜,鹭城轩(厦门康莱德酒店)
自助餐,厦门宾馆海上明珠自助餐厅
粤菜/潮州菜,表妹靓点餐厅(阿罗海店)
小吃快餐,趣吃鸭|姜母鸭
小龙虾,大圣邀宴
烧烤,285蚝味馆(开禾店)
日本料理,遇见鮨·寿司
日本料理,丼魂·烧肉丼(世贸双子塔店)
西餐,云上厦门·壹顿牛排
火锅,牛里合潮汕牛肉火锅
闽菜,佳丽海鲜酒楼(环岛路店)
面包甜点,KOI Thé(曾厝垵店)
西餐,老别墅西餐馆(西堤路店)
小吃快餐,台湾拳骨面线(江头店)
自助餐,京闽中心酒店雅博园西餐厅
咖啡厅,KOI Thé(加州商业广场店)
咖啡厅,猫的国
西餐,sky山顶餐厅
面包甜点,老纳酸奶(民族路店)
面包甜点,芒果很黄(世茂双子塔店)
小吃快餐,在这里厦门特色小吃(总店)
小吃快餐,东记鱼粥(厦门老字号店)
自助餐,亚洲海湾大酒店
其他,观音素食馆
面包甜点,潘斯里榴莲甜品(SM城市广场店)
火锅,山城石锅鱼(郑坂店)
川菜,探炉烤鱼(湾悦城店)
小吃快餐,林氏鱼丸(曾厝垵店)
西餐,欧登华西餐厅(Odenwalder)
火锅,樂鍋(明发商业广场店)
面包甜点,珍宝宝(中华城店)
自助餐,威斯汀酒店知味餐厅
小吃快餐,正番·姜母鸭专门店
韩国料理,the Frypan韩国炸鸡啤酒(老虎城...
闽菜,牡丹大酒楼(体育路店)
川菜,撒椒(中华城店)
日本料理,马哥孛罗东方大酒店将军日本餐厅
面包甜点,KOI PLUS(磐基名品中心店)
烧烤,285蚝味馆(思北店)
面包甜点,筱原菓子(中华城店)
海鲜,清朝初年海鲜大排档
小吃快餐,蛋满灌
海鲜,亚珠海鲜大酒楼(斗西路店)
粤菜/潮州菜,蒲港记(建发悦享中心店)
面包甜点,KOI Thé(中华城北区店)
咖啡厅,向日葵之家咖啡&杂货(买手店)
东南亚菜,锦济堂肉骨茶(明发商业广场店)
咖啡厅,BAMN coffee
面包甜点,Godiva(磐基中心)
咖啡厅,六巷(小食杂货铺)
西餐,EO蔬果料理(中华城店)
咖啡厅,Cafe La mer
火锅,咏蛙田鸡(帝豪大厦店)
日本料理,musowu無雙東京豚骨拉麵
面包甜点,KOI Thé(滨北官任店)
自助餐,万佳国际酒店自助餐厅
小吃快餐,一个神经病的钵钵鸡
小吃快餐,林氏鱼丸(龙头路五店)
日本料理,东山庄料理(吕厝西店)
西餐,千尊比萨(厦大店)
日本料理,珍珍珍拉面(SM二期购物广场店)
面包甜点,甜心凯特(中山路店)
西餐,Marmara(土耳其异国美食)
面包甜点,金兰饼店
面包甜点,大冰的小屋
闽菜,鹭景特色海鲜(滨北店)
面包甜点,杨小贤(莲花北路店)
面包甜点,老纳酸奶(沙坡尾店)
海鲜,鑫林滨海鲜餐厅(明发店)
日本料理,烧肉人.日式烧肉(中华城店)
面包甜点,Taste M甜品
咖啡厅,赵小姐的店(鼓浪屿店)
韩国料理,詹姆仕芝士排骨(老虎城店)
面包甜点,A Lu Mini kitchen(大学路店)
川菜,川味园
川菜,麻辣派对·麻辣香锅(SM城市广场...
韩国料理,Thank u mom非油炸健康鸡(中华城...
其他,北疆饭店(罗宾森购物广场店)
其他,马尔龙新疆饭店（长青店）清真(...
闽菜,临家闽南菜(梧村店)
火锅,72串百变麻辣串(中航紫金新天地...
小吃快餐,掌嘴(明发商业广场店)
海鲜,万利海鲜坊(后江埭店)
日本料理,酉夕炉端烧
日本料理,烧鸟居酒屋(SM二期黄宝石店)
火锅,戏锅seepot(建发湾悦城店)
面包甜点,乐活欧客
川菜,浪石酸菜鱼(枋湖店)
小吃快餐,舌尖尖(中闽梧村店)
咖啡厅,ZooCoffee(君尚购物中心店)
面包甜点,留白(JFC品尚店)
咖啡厅,西西弗书店&矢量咖啡(SM二期购物...
川菜,两个番茄 | 野生番茄酸汤鱼(阿罗...
韩国料理,钢桶屋韩国料理
西餐,在木星西餐厅
火锅,成都瓜串串(明发商业广场店)
海鲜,一席(头牌海景驻唱餐吧)
海鲜,思南28老厦门海鲜排档
海鲜,舒友海鲜大酒楼(欢乐园店)
日本料理,琉球酒场胜(莲花店)
日本料理,厦门日航酒店弁慶日本料理餐厅
面包甜点,陈佳甜品
闽菜,临家闽南菜(大唐店)
自助餐,厦门朗豪酒店自助餐厅
面包甜点,西尾抹茶|北纬36度抹茶臻选地
日本料理,海错食堂
粤菜/潮州菜,尔遇·茶餐厅
咖啡厅,Hollys Coffee(全球最大的咖啡厅...
火锅,陶乡(中华城店)
火锅,成都瓜串串(瑞景店)
火锅,牛事制造局
火锅,芭樂的锅(中航紫金新天地店)
韩国料理,韩正苑韩国料理(东方明珠店)
东南亚菜,misoo-thai
面包甜点,Godiva(厦门SM广场店)
海鲜,火红龙小龙虾馆
面包甜点,厨乐思churrors
面包甜点,JUICY SUPPLY(鹭江道店)
闽菜,芋包嫂
小吃快餐,庆君汤包
日本料理,烧鸟| 超治愈的居酒屋(食全酒美...
面包甜点,八婆婆
日本料理,古山创作料理|观雅知味(食全酒美...
日本料理,嘿屋烧肉｜日式烧肉
东南亚菜,老森咖喱
面包甜点,西桃·健康烘焙|生日蛋糕(JFC品...
小吃快餐,鑫朝刘汤包(磐基店)
日本料理,庄噪咖日式料理
咖啡厅,草木诗经咖啡馆
东南亚菜,中记咖喱馆(华侨海景城店)
西餐,味爱地图·窑烤披萨(莲岳路总店)
其他,西贝莜面村(厦门湖里万达店)
面包甜点,初代宇治抹茶(禾祥西店)
闽菜,思北雅坡
小吃快餐,再临厦门·海鲜粥
西餐,逗比食光创意餐厅
小吃快餐,苏小糖(四号店)
私房菜,朴述思厨
自助餐,正元希尔顿逸林酒店開全日餐厅
私房菜,云哥私房菜(地道老厦门口味)
烧烤,285蚝味馆(前埔店)
海鲜,开元141海鲜大排档(谨防仿冒)
小吃快餐,黄则和(中山路店)
粤菜/潮州菜,天天渔港大酒楼(旗舰店)
面包甜点,鼓浪屿®馅饼(一店)
海鲜,温尼斯|海鲜与海餐厅(亲子海景餐...
粤菜/潮州菜,香港表妹靓点茶餐厅(磐基中心店)
其他,初代沙坡尾宇治抹茶
川菜,腾龙阁｜精品川菜(SM城市广场店)
火锅,骨之味(万达广场湖里店)
海鲜,美虾美蟹(莲花公园店)
日本料理,珍珍珍拉面(巴黎春天中山路店)
东南亚菜,金象湾泰国餐厅(瑞景空中花园店)
面包甜点,卢阿嬷的手艺
小吃快餐,姜母鸭疯煎蟹(鼓浪屿店)
闽菜,金牌贺家时尚餐厅
面包甜点,KOI Thé(SM广场二期店)
烧烤,武汉陈记烤肉
面包甜点,sahan
韩国料理,Thank u mom非油炸健康鸡(罗宾森...
面包甜点,三味酥屋(中山路店)
小吃快餐,黄小沐便利小吃店(明发商业广场...
韩国料理,韩国妈妈饭堡(加州牛庄店)
川菜,咏蛙田鸡(世茂双星店)
面包甜点,1026 sweet 台湾甜品(建发•JFC品...
东南亚菜,阮氏娘越南料理(SM城市广场店)
日本料理,八盛屋
面包甜点,林菽莊伊豆酥(中山路一店)
创意菜,搭饍(万达广场湖里店)
小吃快餐,四里沙茶面(湖滨四里店)
火锅,钢管总厂旺巴蜀小郡肝火锅串串香...
火锅,丈母娘潮汕牛肉火锅
海鲜,大厝宅海鲜馆
小龙虾,辣家私厨(明发店)
咖啡厅,barista honor
小吃快餐,沈家闽南肠粉
小吃快餐,巧媳妇卤肉饭
日本料理,正宗乌冬面
小吃快餐,黄老伯的海蛎煎
面包甜点,MiuCake慕蔻蛋糕(厦门店)
面包甜点,东饮西酌(东方时代广场店)
面包甜点,麦上初见(中华城店)
面包甜点,大苑子(老虎城店)
西餐,金橄榄希腊餐厅(磐基中心店)
海鲜,三星原味大排档|招牌炝蟹掌门人(...
农家菜,农家仔(后江埭店)
火锅,大龙燚(明发商业广场店)
小吃快餐,1980烧肉粽(鼓浪屿店)
面包甜点,弥茶(中华城店)
西餐,苏坦宫殿土耳其餐厅(建发湾悦城...
火锅,临江门|重庆鲜菜老火锅
粉面馆,局口拌面
火锅,千寻重庆火锅
面包甜点,胖胖啤酒马 FatFatBeerHorse(艺...
面包甜点,吃茶三千(明发店)
自助餐,渔纬港海鲜自助餐厅(加州商业广...
东南亚菜,雀越-越南料理
面包甜点,八婆婆烧仙草(太平路店)
韩国料理,英姬的泡菜缸|最轻爱的韩式料理(...
西餐,S&P餐厅(湾悦城店)
小吃快餐,鸡珍香/地表醉香的炸鸡
小龙虾,虾ByBy(明发商业广场店)
火锅,咏蛙田鸡(南中店)
客家菜,来客家食府(厦禾路店)
川菜,两个番茄|野生番茄酸汤鱼(富万邦...
其他,亭洋古厝饭庄
火锅,大方卷创意铜锅
小吃快餐,黄胜记鼓浪屿肉松店
海鲜,舒友海鲜大酒楼(白鹭洲店)
小吃快餐,小马哥起司马铃薯(曾厝垵社店)
小吃快餐,金字烧腊工厂
面包甜点,丹香烘焙坊
闽菜,南洋外婆家
西餐,味爱地图·窑烤披萨(乐都汇店)
面包甜点,MIMI FASO(骏豪会店)
闽菜,宝旺姜母鸭
面包甜点,筱原菓子(新生活广场店)
闽菜,滴水山房
火锅,老阿婆火锅·敢说真正不上火(火...
小吃快餐,闽宗闽台肠粉(仅有一家，无分店)
烧烤,东北苗哥烤肉
其他,胡桃里(中航紫金新天地店)
小吃快餐,华莱士(郑坂店)
川菜,食栈私房川菜
西餐,那私厨花园餐厅|岛上花园西餐厅
西餐,沙坡尾Daddy Garlic蒜花煮意
面包甜点,林菽莊伊豆酥(鼓浪屿二店)
创意菜,客坐嘉厨｜创意私房菜
西餐,EasyLite 轻食餐厅
面包甜点,ClementWang Patisserie
小吃快餐,莲欢海蛎煎
日本料理,木木DON|日式暖心料理(厦大店)
闽菜,闽南大酒店 旋转餐厅
面包甜点,吉治百货
海鲜,照强鸭肉海鲜排档
海鲜,徐佳味·台湾海鲜烤肉
面包甜点,八婆婆烧仙草(曾厝垵一店)
面包甜点,爺茶
火锅,小二班·成都新派串串香(思明店)
闽菜,202特色大排档(洪文店)
东南亚菜,泰自然花园餐吧
西餐,LaPizza西餐厅(中航紫金广场店)
面包甜点,May Queen·带泳池的甜品店
烧烤,汉拿山(君尚购物中心店)
其他,芭缇沁园椰子鸡(中航紫金新天地...
西餐,L.F.V火山情匈牙利餐厅(中华城店...
日本料理,花之武居酒屋
咖啡厅,32 How
咖啡厅,21GRAM coffee
面包甜点,無邪(曾厝垵店)
海鲜,三年二班海鲜小炒总店(曾厝垵店)
面包甜点,goodone旧物仓
咖啡厅,星巴克(鹭江道店)
自助餐,+CAN加餐·海鲜自助餐厅(美岁天...
自助餐,鹭江宾馆
面包甜点,黄远堂凤梨酥(鼓浪屿一店)
台湾菜,一茶一坐(建发•JFC品尚店)
海鲜,渔人码头|闽南鲜境 观海餐厅
其他,北疆饭店(世茂Emall店)
面包甜点,枫多士(莲坂店)
海鲜,来往海鲜小炒
川菜,川禧麻辣料理(湖明路店)
咖啡厅,在云端咖啡(万达店)
小吃快餐,渔夫猫仔粥(厦大店)
闽菜,王家大院酒楼
火锅,戏锅Seepot(新领汇广场店)
西餐,金橄榄希腊餐厅(湖里万达店)
咖啡厅,遇见西木westwood(建发悦享中心...
面包甜点,初代宇治抹茶(曾厝垵店)
面包甜点,味茶Wetea(中华城店)
闽菜,上菜乐山菜系(世茂Emall店)
韩国料理,韩正苑韩国料理(明发商业广场店)
面包甜点,素人渔夫(厦大店)
海鲜,王孙家平价海鲜大排档
自助餐,厦门佰翔软件园酒店自助餐厅
私房菜,云淡风轻私房菜
自助餐,厦门北海湾惠龙万达嘉华酒店
闽菜,临家闽南菜(思北店)
烧烤,阿里巴巴烧烤(明发商业广场店)
火锅,潮左潮右|现切牛肉主题餐厅
小吃快餐,拳骨面线(为一碗面线而来)
私房菜,食山夷私房菜
小吃快餐,四里沙茶面(后江埭路店)
其他,阿里伊新派西北菜▪清真(君尚购物...
小吃快餐,大芒人(二店)
咖啡厅,绿皮火车(内厝澳店)
火锅,戏锅Seepot(湖明店)
川菜,香辣会(骏豪美食汇店)
闽菜,良山大排档
东南亚菜,星洲蕉叶(美岁天地店)
海鲜,闽南疯|蒸汽小海鲜
客家菜,古越农家|十五年客家老店
小吃快餐,黄金豆腐袋(中山路店)
日本料理,枝稻小食堂(富万邦店)
私房菜,阿季海鲜酒食
海鲜,阿益海鲜馆|创于1994年
其他,厦门南普陀素菜馆
小吃快餐,1980烧肉粽(中山路店)
闽菜,鑫东兴海鲜大排档
日本料理,小条食堂(明发商业广场店)
火锅,顺和发汕头牛肉火锅(万达店)
闽菜,原滋原味酒楼|创始于2005年
面包甜点,幸福西饼生日蛋糕(厦门店)
闽菜,咱厝萝卜焖饭(老虎城店)
日本料理,墨大叔UNCLEMO日式料理店(中华城...
日本料理,元兆寿司(美湖店)
小吃快餐,月美沙茶面
火锅,牛一潮汕牛肉店(斗西路店)
粤菜/潮州菜,潮福城(建发湾悦城店)
面包甜点,不二味·三口子铜锣烧
咖啡厅,不见MISS
海鲜,老何海鲜大排档(中山路店)
小吃快餐,渔船海蛎煎老厦门的味道
火锅,咏蛙田鸡(SM城市广场店)
闽菜,海誉佛跳墙(集美主力店)
创意菜,搭饍(乐都汇店)
火锅,72串百变麻辣串(思北店)
火锅,牛大快牛肉火锅(总店)
小龙虾,卤小匠|四川卤煮龙虾(明发商业广...
创意菜,上饍•中国厨房(建发JFC品尚中心...
日本料理,山沽居炉端烧·酒
闽菜,上菜乐山菜系(建发湾悦城店)
小吃快餐,骆家鸡
面包甜点,品圣喜茶
面包甜点,JUICY SUPPLY(大学路92店)
火锅,钢管总厂旺巴蜀小郡肝火锅串串香...
小吃快餐,苏小糖(八号店)
咖啡厅,海怪先生
烧烤,烤满分|不上火的烧烤(万达旗舰店...
面包甜点,仁生果子
西餐,伍柒巴巴牛肉轻奢餐厅
闽菜,食汇堂(莲花店)
闽菜,临家闽南菜(翔安店)
日本料理,酉一生食料理
面包甜点,面包和茶
火锅,辣匠火锅·匠心锅底不上火(莲岳...
西餐,老别墅西餐馆(白鹤路店)
川菜,小爷酸汤鱼(瑞景商业广场店)
闽菜,临家闽南菜(海沧店)
粤菜/潮州菜,港记茶餐厅
面包甜点,一朵花的炒冰店
火锅,大龙燚(汇成店)
西餐,楽HOUSE复合音乐酒馆
其他,宫廷月亮虾饼|舌尖上的厦门小吃(...
火锅,豆捞坊(JFC品尚中心店)
面包甜点,Basix 蓓茜法式甜品
闽菜,庭院深深私房小厨(无分店)
日本料理,烧将居酒屋
其他,方糖绵绵冰(中山店)
川菜,周渝食惦酸菜鱼(官邸店)
面包甜点,流酥可心 Rêve de Pain
西餐,艾美酒店新食谱西餐厅
创意菜,诱色鱼(厦门牛庄店)
粤菜/潮州菜,蒲港记(世茂海景店)
川菜,探鱼(国贸美岁天地店)
小吃快餐,禾湟记海鲜面.海鲜粥(厦禾老店)
小吃快餐,乌糖沙茶面
闽菜,海誉佛跳墙(上李店)
闽菜,咱厝萝卜焖饭明发店-临家旗下全...
咖啡厅,CHAI CAFE
日本料理,旺熹崃烧肉
其他,胖哥俩肉蟹煲(SM城市广场店)
火锅,桔色涮涮锅(骏豪美食汇店)
川菜,小花猫老坛酸菜鱼(湖里店)
火锅,渝城老妈
自助餐,喜来登酒店(嘉禾路店)
川菜,味顶轩
其他,招财晋宝·山西小馆
日本料理,红砖和风料理(罗宾森购物广场店)
面包甜点,Elfland
海鲜,悦来福东山海鲜(东渡店)
咖啡厅,杨桃院子咖啡吧(安海花园店)
咖啡厅,锅炉咖啡
闽菜,梅老板
其他,38号码头餐厅(厦门康莱德酒店)
其他,桂小厨(万达广场湖里店)
西餐,unico意家餐厅
面包甜点,Chello(西堤店)
小吃快餐,老宅私房小吃
面包甜点,五条人糖水铺
日本料理,念日本料理
自助餐,君泰酒店紫薇港式茶餐厅
咖啡厅,KOI Thé(莲坂外图店)
火锅,鲜尚轩|涮三秒的鱼火锅(奥永广场...
日本料理,满味·未满日料餐厅
西餐,玖号码头西餐厅
其他,sweet life
闽菜,老厦门特色菜·妞妞
西餐,龙治汉堡(松柏店)
东南亚菜,红泰餐厅(瑞颐大酒店)
火锅,蜀九香(帝豪大厦店)
其他,云蓝印象(湾悦城店)
咖啡厅,反正
小吃快餐,杨强芙蓉香骨鸡腿
创意菜,搭饍(SM二期购物广场店)
日本料理,味太助(中华城店)
咖啡厅,cho’s cafe&bar
面包甜点,阿吉仔馅饼(大元路店)
西餐,壹饼|兔老师(湖滨南店)
日本料理,井琞 | 一碗好饭
自助餐,海景千禧大酒店
其他,外婆家(中华城店)
创意菜,很高兴遇见你
台湾菜,欣葉(磐基中心店)
私房菜,色稷·中式美域料理餐厅
火锅,汕头牛基地火锅
面包甜点,Sunday
小吃快餐,鼎泰丰(磐基店)
闽菜,鼓浪屿幸福天空花园餐厅
私房菜,美食补养生驿站|养生汤锅(宝龙中...
小吃快餐,同婆婆|同安香骨鸡腿(总店)
海鲜,船奇蒸汽海鲜
闽菜,临家闽南菜(江头店)
日本料理,小条食堂(禾祥西店)
自助餐,荣誉-梵尔纳美人鱼自助餐厅
海鲜,蚝卖地球人海鲜大排挡
小吃快餐,凉房
日本料理,四代目澳洲和牛屋(中航紫金新天...
烧烤,蚝王餐厅(洪文店)
其他,西贝莜面村(厦门中华城店)
闽菜,厦门老牌档(罗宾森购物广场店)
火锅,蜀大侠(中华城店)
西餐,焗几手
私房菜,悦庄私房菜
自助餐,马哥孛罗东方大酒店自助餐厅
自助餐,悦华绿庭自助餐厅
海鲜,老厦门海鲜餐厅
小龙虾,超跑龙蝦
粤菜/潮州菜,饮佐茶味正宗港式餐厅(建发•JFC...
小吃快餐,台湾三太子(鼓浪屿店)
粤菜/潮州菜,陶陶居酒家(SM二期购物广场店)
闽菜,味友(世贸商城店)
日本料理,小条食堂(思北店)
西餐,MISSIX(中华城店)
其他,芭缇沁园椰子鸡(厦门世茂Emall店...
川菜,两个番茄 | 野生番茄酸汤鱼(老虎...
火锅,麻辣藝号·重庆老火锅(加州店)
日本料理,唐风卷寿司(中山路店)
西餐,L.F.V火山情匈牙利餐厅(SM二期店...
日本料理,無鱼(建发湾悦城店)
其他,胡桃里(和平码头店)
川菜,炉鱼(厦门中华城店)
西餐,沙拉怪兽美式餐厅
海鲜,莲花公园煎蟹(总店)
西餐,常吉精肉店|牛排原味吃
川菜,茅庐印象(君尚购物中心店)
日本料理,見世和风料理(顶澳仔店)
面包甜点,JUICY SUPPLY(大学路112店)
海鲜,一叶舟·海鲜小火锅
西餐,王品牛排(厦门中华城店)
西餐,木西西式料理cafe&steak(muxi ca...
面包甜点,吃茶三千(中华城店)
闽菜,莲花公园煎蟹(火车站店)
西餐,米良居FIKABrunch
东南亚菜,洛城越南河粉(骏豪美食汇店)
海鲜,海敢小鱿鱼(文园店)
西餐,ADLIB(中航紫金新天地店)
私房菜,胖妈私厨
川菜,小爷酸汤鱼(老虎城店)
川菜,小爷酸汤鱼(后埭溪店)
火锅,汕头牛知县牛肉火锅连锁店
海鲜,东海蒸汽海鲜·观海美食
日本料理,锋和料理(建发悦享中心店)
闽菜,宝旺斋·闽南味道(本地菜 姜母鸭...
西餐,TheRocks岩石区(中航紫金广场店)
其他,马尔龙新疆饭店（瑞景店）清真
面包甜点,阿信厚吐司
海鲜,勒威蚝吧
海鲜,小鱼海鲜大排档(中山路店)
西餐,轻食堂1976
海鲜,芋头农家馆蒸汽海鲜主题餐厅
其他,西贝莜面村(厦门SM二期)
海鲜,海敢小鱿鱼(岐山店)
日本料理,古山创作料理(建发•JFC品尚店)
面包甜点,l'amour patisserie
闽菜,老厦门本地菜
火锅,小龙坎老火锅(体育路店)
闽菜,捞海坞(鼓浪屿店)
海鲜,不念·山海肴(SM二期购物广场店)
日本料理,勝居酒屋
西餐,4 PEOPLE
海鲜,40号厦门海鲜(原厦门台湾小吃)
海鲜,漫走后厨|良心用好料(曾厝垵店)
海鲜,58号有餐吃私房菜
小龙虾,一个烂人开的餐厅(龙虾店)
火锅,潮牛汇潮汕牛肉火锅(SM店)
面包甜点,初代宇治抹茶(中山路老虎城店)
日本料理,唐风卷寿司(加州商业广场店)
小龙虾,虾之江湖·正宗盱眙小龙虾(湖中...
日本料理,道居食屋(江头店)
火锅,小龙坎老火锅(建发湾悦城店)
海鲜,再生海食堂(鼓浪屿店)
韩国料理,韩正苑韩国料理(思北店)
海鲜,鑫本港海鲜餐厅·海鲜大咖
日本料理,牛油果大师(瑞景商业广场店)
西餐,壹新壹意创意西餐厅(明发店)
私房菜,红厝8号
闽菜,202特色大排档(斗西店)
面包甜点,JUICY SUPPLY(中华城店)
小吃快餐,五兰沙茶面
闽菜,百里鲜(明星出没餐厅)
小吃快餐,深夜食堂(四时堂)
海鲜,小柔海鲜｜闽味私厨
闽菜,荣先森(万达广场店)
其他,黑明·越界食尚
其他,拾壹雅苑·拾壹素
海鲜,华兴大酒楼·厦门海鲜
海鲜,渔铺 | 老厦门·新排挡(厦大店)
私房菜,鼓浪屿阿c私房菜
海鲜,球风海鲜餐厅(江头店)
西餐,龙治汉堡(中华城店)
日本料理,红砖和风料理(中华城店)
西餐,Attic阁楼私厨西餐
闽菜,清菜家·老厦门菜馆
韩国料理,姜虎东白丁烤肉店(建发湾悦城店)
小吃快餐,老四沙茶面(厦大店)
自助餐,源昌凯宾斯基大酒店二楼咖啡厅(...
日本料理,煙·日式鳗鱼专门店
闽菜,53号花园餐厅
海鲜,悦来福东山海鲜(莲花店)
火锅,海底捞火锅(中山路店)
面包甜点,巴黎奔奔(人气高甜品曾厝安店)
粤菜/潮州菜,潮福城(湖滨北路店)
小龙虾,松哥油焖大虾(中华城店)
台湾菜,舊浬1958
面包甜点,杨小贤(中山路店)
火锅,蜀大侠(吕厝店)
海鲜,海岛8号海鲜排档(中山路店)
西餐,CUT N EAT PIZZA
西餐,褚家园咖啡馆
火锅,福合埕潮汕牛肉火锅(中华城店)
烧烤,拾串(明发店)
西餐,格兰会法餐厅
其他,遇见西木美式餐厅
日本料理,丼魂·燒肉丼(老虎城店)
海鲜,挑食海鲜餐厅(泉州路店)
海鲜,上青本港海鲜
日本料理,道居食屋(新景店)
小吃快餐,牛巴达|超好吃的台湾汉堡(曾厝垵...
闽菜,海誉佛跳墙(艺术中心店)
闽菜,临家闽南菜(前埔店)
火锅,大塊排骨锅(思北店)
粤菜/潮州菜,潮福城(轮渡店)
粤菜/潮州菜,王子饭店
海鲜,来嘉海鲜酱油水
面包甜点,三北里日式抹茶甜品(新景店)
自助餐,泰谷酒店太古码头餐厅
东南亚菜,PHO·越南河粉(中山路店)
西餐,王品牛排(厦门嘉禾店)
日本料理,道居食屋(沙坡尾店)
火锅,丽江龙继斑鱼庄(罗宾森购物广场...
西餐,狼群斯美式牛扒皇(邮轮码头店)
海鲜,6号私房菜
西餐,壹饼|兔老师(万达店)
海鲜,海鼎荟海鲜姿造
日本料理,久时寻季料理
闽菜,小眼镜大排档(万佳东方店)
海鲜,小林海鲜小炒
西餐,超级牛扒(建发湾悦城店)
面包甜点,MIMI FASO
日本料理,兜·匠造日式炭火烧肉
西餐,里昂家
西餐,钟意牛扒
西餐,亲爱的汉堡
火锅,福合埕潮汕牛肉火锅(明发店)
闽菜,同安饭店|始创于2003年(东渡店)
面包甜点,山姆烘焙(明发店)
日本料理,酒辰料理
海鲜,金家港海鲜大排档(中山路店)
火锅,汕头八合里海记牛肉店(嘉禾店)
海鲜,山石闽菜|日光岩下三十年
咖啡厅,鹭江宾馆·咖啡厅
创意菜,saigon saigon·西贡味道
咖啡厅,默迹咖啡馆
西餐,百万万汉堡店BRAVO BURGER＋
小吃快餐,比哥鸡排(火炬园店)
东南亚菜,香遇巴厘印泰餐厅
火锅,汕头八合里海记牛肉店(加州店)
火锅,汕头八合里海记牛肉店(斗西店)
面包甜点,Chello(沙坡尾店)
日本料理,豚珍とんかつ · 厚切猪排专门店
火锅,海底捞火锅(百脑汇店)
闽菜,小眼镜大排档(汇成总店)
海鲜,拾海铺海鲜坊
西餐,壹新壹意创意西餐厅(禾祥西店)
日本料理,牛油果大师(老虎城店)
海鲜,小酌海鲜本港菜(龙头路2店)
自助餐,悦鼎会海鲜姿造
海鲜,大厨的餐厅(曾厝垵餐厅)
闽菜,喜麟阁私房闽南菜(九年老店)
韩国料理,K 饭 | 韩国料理 厦大店
创意菜,宴遇(SM二期购物广场店)
自助餐,厦门海悦山庄酒店自助餐厅(地中...
西餐,RENEXT里遇(咖啡海景西餐吧)
创意菜,宴遇(新景店)
闽菜,同安饭店(金尚店)
烧烤,橘焱胡同烧肉夜食(骏豪美食汇店)
西餐,Greg′s厦门厦门法国餐厅
火锅,老码头火锅(吕厝店)
烧烤,蚝客烧烤
日本料理,菡SUSHI
西餐,诱TheROAR美利坚厚牛扒(新领荟广...
海鲜,舒友海鲜姿造(海湾店)
海鲜,鑫悦楼海鲜
海鲜,禾湟记海鲜捞(美仁店)
西餐,mojito墨西哥餐吧
海鲜,堂宴·老厦门私房菜(中山路店)
韩国料理,缸桶屋(中华城店)
创意菜,J大侠中华料理|杰伦的私人厨房
火锅,海底捞火锅(厦禾路店)
海鲜,上屿水产小海鲜餐厅
海鲜,阿里元餐厅
火锅,麻辣藝号·重庆老火锅(福联店)
日本料理,八盛屋(中华城店)
私房菜,六年私厨
海鲜,堂宴·老厦门私房菜(厦大店)
海鲜,渔铺 | 私厨(鼓浪屿店)
闽菜,拾壹雅苑·拾壹仙
海鲜,醉壹号海鲜大排挡(厦门美食地标...
粤菜/潮州菜,鹭江宾馆·观海餐厅
海鲜,莲花王小二煎蟹
闽菜,疍民小厨
闽菜,临家闽南菜(环岛路店)
日本料理,匠和风精致料理(万达广场湖里店)
海鲜,鹭港渔家海鲜餐厅
日本料理,真無双·日式居酒屋
火锅,海底捞火锅(嘉禾路店)
海鲜,天杰福海鲜排档
闽菜,姜母鸭强煎蟹(中山路店)
海鲜,鑫阿强海鲜大排挡(中山路店)
海鲜,堂宴老厦门私房菜(火车站店)
海鲜,挑食|海鲜餐厅(老店)
闽菜,一口本垟菜|好美中餐厅
闽菜,老厦门特色菜·妞妞
闽菜,左稻
自助餐,花潮日料艺食馆(SM二期购物广场...
创意菜,宴遇(中华城店)
海鲜,堂宴·老厦门私房菜
闽菜,35号私厨
海鲜,舒友海鲜姿造(红馆店)
西餐,超级物种
闽菜,CHIC 1699远洋私厨
海鲜,鹭港海鲜川菜
咖啡厅,等一个人咖啡馆
烧烤,羊先生(万松园店)
自助餐,四海一家国际美食之都(国际广场...
西餐,龙舌兰摩登酒馆(群星城店)
西餐,意所餐厅(壹方购物中心店)
火锅,范爷潮汕鲜牛火锅(武商众圆广场...
西餐,Bang里(群光广场店)
湖北菜,南海底平价小海鲜(紫菘店)
粤菜,南记烧鹅(楚河汉街店)
韩国料理,魔糕记 韩国时尚料理(悦荟广场店...
湖北菜,熔庭
湖北菜,月禾宴
湖北菜,荷花亭中餐厅(销品茂店)
火锅,大妙火锅(江滩店)
小吃快餐,熊太婆原汤水饺
湘菜,洞庭春湖湘菜馆(西园店)
湘菜,蛙来哒(群星城店)
海鲜,永信海鲜(工业路店)
西餐,绿茵阁西餐厅(佳丽店)
西餐,麦田食集(南国昙华林店)
日本料理,味藏日本料理馆(高雄路店)
日本料理,吉乃川日本料理(吉乃川1店)
小龙虾,肥肥虾庄(首义路店)
江浙菜,绿茶(武汉三店)
湖北菜,老村长私募菜(财大店)
