foodtype,shopname
婚戒首饰,刘浩然钻石行(万科世贸店)
超市/便利店,7-11便利店(平安街店)
服饰鞋包,MJ Style(嘉里汇店)
服饰鞋包,hotwind(河东万达广场店)
超市/便利店,7-11(万达广场店)
超市/便利店,家乐福(河北店)
服饰鞋包,ROGER VIVIER(佛罗伦萨小镇店)
水果生鲜,果果鲜水果店
更多购物场所,水牛城
化妆品,CHANEL (海信广场店)
运动户外,DECATHLON(泰达店)
眼镜店,标准眼镜(河东体育场店)
水果生鲜,水果蔬菜店
家具家居,加宜家居(南门外大街店)
小吃快餐,意来祥酱货(滨江道冠生园旗舰店)
超市/便利店,悟空便利超市
综合商场,sm天津滨海第一城
水果生鲜,恋上鱼刺身专卖店
书店,天泽书店
花店,拉勾勾Promise 高端花艺设计
超市/便利店,乐天精品超市
数码产品,顺电脉(银河国际店)
眼镜店,木九十
亲子购物,玩具反斗城(爱琴海购物公园店)
DIY手工坊,草木籽花艺工坊
珠宝饰品,Bvlgari(银河国际店)
化妆品,SEPHORA(米莱欧百货店)
超市/便利店,华润万家(西青道店)
水果生鲜,必备斯道锐(水果店)
超市/便利店,AEON超市(永旺梦乐城友谊南路店)
服饰鞋包,CHARLES & KEITH(天河城店)
水果生鲜,水果大战
超市/便利店,路客便利店
特色集市,名创优品
小吃快餐,欧亚班列进口商品
亲子购物,萌豆玩具店(河北增产道店)
服饰鞋包,UNIQLO(永旺购物中心店)
化妆品,innisfree(天津欧乐广场)
化妆品,CPB
综合商场,友谊新都市百货(狮子林大街店)
食品茶酒,CookingCare健康厨房
咖啡厅,Messential(银河国际店)
花店,欧艺鲜花
眼镜店,标准眼镜(体北店)
花店,四合鲜花(河西店)
服饰鞋包,Abercrombie & Fitch(恒隆广场店...
小吃快餐,天津二斗栗子(东丽)
更多购物场所,名创优品(天河城店)
水果生鲜,咔汁鲜果(南市店)
综合商场,大岛商业广场
综合商场,八里台新文化广场
综合商场,新安购物广场
更多购物场所,TORY BURCH(佛罗伦萨小镇店)
眼镜店,标准眼镜(八里台店)
小吃快餐,二斗栗子
超市/便利店,易惠美超市
服饰鞋包,BURBERRY(武清奥特莱斯广场店)
超市/便利店,永辉超市(空港店)
综合商场,泰达生活馆
小吃快餐,二斗栗子(南京路店)
服饰鞋包,kate spade(佛罗伦萨小镇店)
综合商场,滨江商厦
服饰鞋包,MCM(佛罗伦萨小镇店)
花店,四合鲜花(南开店 河西店)
综合商场,凌奥生活广场
花店,蝶恋花都鲜花店
服饰鞋包,MYBODY(天河城旗舰店)
综合商场,贻成福地广场
食品茶酒,迪贝斯特原瓶进口红酒
服饰鞋包,UNIQLO(水游城店)
眼镜店,睛姿眼镜(天津湾店)
数码产品,小米之家
运动户外,UNDER ARMOUR(国贸购物中心店)
综合商场,米莱欧百货
珠宝饰品,PANDORA(乐天百货店)
综合商场,国际商场(南京路店)
超市/便利店,麦德龙(滨海店)
服饰鞋包,COS(银河国际店)
水果生鲜,乐乐鲜果水果超市(东丽店)
更多购物场所,泰恋佛牌行(天津旗舰店)
综合商场,泰达时尚购物广场
亲子购物,玩具反斗城(大悦城店)
婴儿游泳,哈尼家族孕婴童婴儿游泳馆
综合商场,金元宝于家堡购物中心
花店,曹庄花卉市场
超市/便利店,名创优品(河东万达广场店)
小吃快餐,王记栗子休闲零食(东升里店)
超市/便利店,人人乐购物广场(宜兴埠店)
花店,疯狂庭院花艺&花艺培训
服饰鞋包,H&M(天津远洋未来广场店)
综合商场,鸿泰千佰汇商业广场
花店,欣馨鲜花店
家具家居,LEWIS HOME 路易家居
超市/便利店,沃尔玛购物广场(和平路店)
综合商场,劝业场商场(西南角店)
眼镜店,宝岛眼镜(天津乐宾百货店)
服饰鞋包,UNIQLO(百货大楼店)
化妆品,IPSA(乐天百货店)
超市/便利店,7-11便利店(天津中心店)
更多购物场所,兔子百货
超市/便利店,旺旺利
服饰鞋包,hotwind(天津水游城店)
超市/便利店,家乐福(海光寺店)
化妆品,CHANEL (乐天百货店)
亲子购物,玩具反斗城(银河国际店)
服饰鞋包,hotwind(恒隆广场店)
眼镜店,睛姿眼镜店(国贸店)
更多购物场所,河东万达电影城(河东万达广场店)
超市/便利店,AEON超市(永旺购物中心店)
药店,天津同仁堂(大沽南路店)
亲子购物,KIDSLAND(大悦城店)
水果生鲜,鲜果联盟·精品水果·冰品
综合商场,金元宝集团
特色集市,大创生活馆
办公/文化用品,糖糖酱手帐集市(南开大悦城店)
服饰鞋包,H&M(河东万达广场店)
小吃快餐,小时候怀旧零食店(爱琴海店)
小吃快餐,王记栗子休闲零食(海光寺店)
水果生鲜,速果鲜果切
眼镜店,宝岛眼镜(天津和平大悦城)
花店,梨园头花卉市场
综合商场,红星美凯龙(红旗路店)
特色集市,泥人张(古文化街店)
综合商场,于家堡堡子里21号文化创意社区
综合商场,银河广场
书店,言几又(于家堡店)
服饰鞋包,MUJI(百货大楼店)
服饰鞋包,H&M(鹏欣水游城店)
食品茶酒,VENCHI巧克力
综合商场,大悦城
服饰鞋包,MICHAEL KORS(佛罗伦萨小镇店)
更多购物场所,名创优品(天津滨江店)
综合商场,欧乐时尚广场
服饰鞋包,hotwind(世纪都会店)
综合商场,劝业场商场(和平路店)
书店,广州购书中心(天河城店)
化妆品,洞天名品进口化妆品
服饰鞋包,UNIQLO(南开大悦城店)
服饰鞋包,UNIQLO(银河国际店)
综合商场,中原麦购时代广场
花店,乌托邦花艺礼品店
花店,许小花
服饰鞋包,GAP(银河国际购物中心店)
服饰鞋包,MUJI(东马路乐天百货店)
花店,李蕊鲜花店(河东万达店)
花店,曹庄子花卉市场
珠宝饰品,PANDORA(海信广场店)
书店,荒岛书店
数码产品,Apple Store(南开大悦城店)
更多购物场所,名创优品(天津国贸购物中心店)
化妆品,SEPHORA(南开大悦城店)
服饰鞋包,GUCCI(佛罗伦萨小镇店)
花店,Flowers by Matt 马特花园
水果生鲜,馨品水果销售
综合商场,富力广场
珠宝饰品,潘多拉
综合商场,小白楼朗香街
婚戒首饰,钻石小鸟天津体验中心
小吃快餐,小宝栗子(大沽路店)
超市/便利店,7-11便利店(水游城店)
花店,瀚茞花艺&庭院婚礼花艺培训(棉三...
水果生鲜,鲜之多水果店
综合商场,万达广场(和平店)
超市/便利店,沃尔玛购物广场(新开路店)
综合商场,泉汇购物广场(大沽南路店)
花店,花story鲜花永生花订制
超市/便利店,7-11便利店(时代奥城店)
服饰鞋包,UNIQLO(爱琴海购物公园店)
珠宝饰品,卡地亚珠宝专柜(海信广场店)
服饰鞋包,H&M(南开大悦城店)
小吃快餐,戴记糖坊
茶馆,茶一间
水果生鲜,嘿嘛水果批发(西青店)
花店,THE LYCHEE丽枝记
书店,守望者书店(南开大悦城店)
特色集市,IAMHERE(恒隆广场店)
超市/便利店,7-11便利店(彩悦城店)
眼镜店,标准眼镜(银河广场店)
小吃快餐,小宝栗子(西安道总店)
超市/便利店,7-11便利店(小白楼店)
更多购物场所,结绳记
更多购物场所,泡泡玛特popMart(南开大悦城店)
服饰鞋包,H&M(恒隆广场店)
数码产品,苹果专卖店
珠宝饰品,TIFFANY&Co.(海信广场店)
超市/便利店,7-11(南开大悦城店)
服饰鞋包,MUJI(米莱欧百货店)
服饰鞋包,hotwind(南开大悦城店)
水果生鲜,嘿嘛水果
更多购物场所,名创优品(银河国际店)
亲子游乐,孩子王(爱琴海购物公园店)
服饰鞋包,H&M(银河国际店)
超市/便利店,BLT精品超市(嘉里汇店)
书店,大悦书店
花店,ROSEONLY(恒隆广场店)
花店,仙紫鲜花店(河东万达店)
酒吧,夏琳与查尔斯精酿酒馆
特色集市,泡泡玛特popMart(恒隆广场店)
花店,慢时光mytimeflower
办公/文化用品,墨格(和平大悦城店)
服饰鞋包,MUJI(天津远洋未来广场店)
小吃快餐,二斗栗子(西湖道店)
综合商场,威尼都食尚购乐园
花店,莫奈花店(南开大悦城店)
花店,花心思花店
化妆品,ysl圣罗兰
综合商场,天津民园保税商品展示交易中心(...
综合商场,伊势丹(滨海店)
小吃快餐,二斗栗子
服饰鞋包,COACH(佛罗伦萨小镇店)
花店,有花花艺馆人民医院店
服饰鞋包,Hollister Co.(天银河国际购物中...
超市/便利店,帝玛进口精品超市 D-MART
眼镜店,jins(伊势丹南京路店)
综合商场,银河地下商业广场
眼镜店,标准眼镜(和平路总店)
超市/便利店,伊势丹超市(伊势丹南京路店)
眼镜店,O-lens隐形眼镜店(南开大悦城店)
综合商场,金元宝滨海国际购物中心
运动户外,DECATHLON(河东万达广场店)
超市/便利店,永辉超市(熙悦汇店)
超市/便利店,GranVida生活超市
花店,無贰花館
眼镜店,O-lens隐形眼镜店(恒隆广场店)
综合商场,友谊商厦(河西店)
亲子游乐,孩子王(熙悦汇店)
书店,跨界书店
综合商场,远洋未来汇购物中心
综合商场,友谊新天地广场
书店,天津图书大厦
服饰鞋包,DECATHLON(熙悦汇店)
眼镜店,宝岛眼镜(南开大悦城店)
超市/便利店,大润发(纪庄子店)
综合商场,怡乐天地购物中心
超市/便利店,永旺超市(天河城店)
化妆品,m.a.c
超市/便利店,大润发(大沽南路店)
水果生鲜,爱吾咔多鲜果切
花店,匠心花房
数码产品,天津小米之家
更多购物场所,LOUIS VUITTON(银河购物广场店)
综合商场,万达百货(河东万达广场店)
运动户外,DECATHLON(西青道店)
超市/便利店,麦德龙(红桥商场店)
综合商场,天佑城
花店,花坊姑娘(总店)
运动户外,DECATHLON(阳光新业广场店)
数码产品,Apple Store(恒隆广场店)
小吃快餐,中栗华栗子刨冰(鞍山道店)
服饰鞋包,MUJI(世纪都会店)
综合商场,sm天津滨海城市广场
眼镜店,jins(天津大悦城店)
综合商场,万福生活广场
小吃快餐,陆佰栗子、刨冰、酸梅汤
综合商场,乐宾百货
服饰鞋包,MUJI(南开大悦城店)
咖啡厅,猫的天空之城概念书店(南开大悦...
综合商场,和平大悦城
书店,悦读家(白堤路店)
综合商场,彩柒汇生活广场
更多购物场所,骑鹅公社(南开大悦城店)
综合商场,阳光新业广场(东丽店)
花店,野兽派(海信广场店)
特色集市,5号车库
超市/便利店,Ole’精品超市(恒隆广场店)
婚戒首饰,TIFFANY&Co.(银河国际广场店)
特色集市,BLT精品超市(南开大悦城店)
综合商场,河东万达广场(河东店)
综合商场,环球购物中心
综合商场,凯德MALL·天津湾
综合商场,欧亚达商业广场(红桥店)
书店,言几又(南开大悦城店)
综合商场,恒星世界
咖啡厅,花也mo.sir·咖啡·花艺(南开大...
综合商场,于家堡环球购
书店,言几又(和平大悦城店)
综合商场,乐天百货(文化中心店)
综合商场,新燕莎奥特莱斯购物中心
综合商场,永旺梦乐城(泰达店)
花店,花依侬·花艺工作室
水果生鲜,果蔬好生活超市
眼镜店,标准眼镜(恒隆广场店)
综合商场,爱琴海购物公园
综合商场,嘉里汇
综合商场,MPT天津世纪都会
综合商场,时代奥城商业广场
综合商场,永旺梦乐城(中北店)
超市/便利店,山姆会员商店(梅江会展中心店)
小吃快餐,熬糖马家
综合商场,天津海信广场
综合商场,伊势丹(南京路店)
综合商场,阳光新业广场(友谊路店)
综合商场,天津印象城购物中心
综合商场,天津国贸购物中心
综合商场,乐天百货(东马路店)
综合商场,彩悦城
综合商场,新世界百货(东马路店)
花店,花坊姑娘(奥城水上配送点)
花店,花仙子鲜花店
花店,原野花艺(嘉里汇店)
食品茶酒,御燕玺禮燕窝
花店,艺朵花店
花店,绿韵花艺鲜花店(瀛台里店)
综合商场,大悦城
综合商场,天河城购物中心
综合商场,银河国际购物中心
综合商场,天津恒隆广场 Riverside 66
综合商场,熙悦汇购物中心
综合商场,永旺梦乐城(梅江店)
综合商场,远洋未来广场
综合商场,鹏欣水游城购物中心
综合商场,佛罗伦萨小镇京津名品奥特莱斯
书店,声音小镇(环球银泰城店)
超市/便利店,美世国际精品购物(天一店)
食品茶酒,Choice 银泰西选(环球银泰城店)
眼镜店,宁波大光明眼镜公司(江东欧尚店)
水果生鲜,百果园水果超市(朝晖店)
书店,漫书咖城市生活馆
眼镜店,亿超眼镜(宁波天一店)
食品茶酒,老婆大人(莱迪广场店)
家具家居,bd home
服饰鞋包,玛丽女王(恒一广场店)
花店,钟爱鲜花(岚岚店)
更多购物场所,甬南食品商场
食品茶酒,甬隆烟酒行
更多购物场所,LAMY
服饰鞋包,诚仕金剪刀(鄞州东湖分店)
食品茶酒,甬食惠客时尚零食馆(湖塘店)
食品茶酒,裘忠海鲜农产品
花店,恋上鲜花171店
食品茶酒,甬食惠客时尚零食馆(理工学院店)
超市/便利店,宁波中学小卖部
眼镜店,雅光眼镜
食品茶酒,源简元素 EAEN(恒一广场店)
婚戒首饰,香港御鑫翠珠宝
服饰鞋包,Nine West(宁波万达店)
服饰鞋包,CATALOG
办公/文化用品,雅暄阁
食品茶酒,吃货联盟
更多购物场所,乐扣乐扣
运动户外,adidas(来福士广场店)
花店,FLOWER HOUSE
超市/便利店,天天新超市(百宁街店)
更多购物场所,五芳斋粽子批发零售
花店,眭晓花艺
药店,百川大药房
花店,情缘花艺
花店,今生有约花店
化妆品,天姿名妆.(姜山分店)
花店,幸福花坊
花店,甬城鲜花店
花店,花倾城鲜花(鄞州店)
食品茶酒,甬食惠客时尚零食馆(甬江店)
药店,惠耳听力助听器
服饰鞋包,OYSHO(环球银泰城店)
食品茶酒,安利(宁波专卖店)
更多购物场所,有点意思礼盒
书店,林顿书屋
服饰鞋包,SKAP(杉井奥特莱斯店)
水果生鲜,果忆鲜果
运动户外,尖利电子渔具
水果生鲜,甬兴果行(福明路店)
食品茶酒,甬食惠客时尚零食馆(黄金海岸店)
花店,芳菲花艺
水果生鲜,熊果子
珠宝饰品,SWAROVSKI(天一广场店)
水果生鲜,秦康源鲜食码头
更多购物场所,hellox手机壳私人订制
服饰鞋包,芙艾妮(万达广场店)
水果生鲜,源沣鲜果(宝山路店)
书店,云会慢书房
数码产品,陈礼民手机店
化妆品,安利生活馆
服饰鞋包,天美意teenmix(恒一广场店)
婚戒首饰,宝利亚珠宝
化妆品,格兰玛弗兰
书店,有一家书店
化妆品,xf美妆名品(周巷珀莱雅店)
水果生鲜,果忆鲜果(鼓楼店)
食品茶酒,下关沱茶
服饰鞋包,Dark Space
花店,草中花花行
水果生鲜,鲜丰水果
服饰鞋包,MATERIAL GIRL
珠宝饰品,百岁坊银器(宁波栎社国际机场)
珠宝饰品,西铁城
服饰鞋包,新秀丽(银泰百货东门店)
眼镜店,学友眼镜(环城西路店)
珠宝饰品,老堂口
水果生鲜,小山东水果批发
更多购物场所,熙美诚品
药店,甬之康健康药房
运动户外,giant捷安特(惊驾路店)
化妆品,焕美妆园(万达店)
化妆品,uti尤缇专柜
食品茶酒,八克茶业
水果生鲜,阿K果园子(杨梅大道店)
花店,东梅花艺
花店,天马座花艺(火车南站店)
婚戒首饰,鑫凤凰珠宝
服饰鞋包,JACK&JONES(新华联商厦店)
食品茶酒,小明进口酒水超市
药店,大家好大药房
花店,爱丽丝花坊(香恋鲜花)
花店,爱恋鲜花(念尚鲜花坊)
药店,仲康大药房
超市/便利店,生活定义
珠宝饰品,木九十(来福士广场店)
运动户外,悦野户外(世纪东方广场店)
珠宝饰品,百翠工坊
更多购物场所,MATERIAL GIRL
花店,有傢花店
花店,花岸花开
服饰鞋包,Etam WEEKEND
数码产品,海风数码港
花店,鲜花花语传情(七彩鲜花)
